Location,Date,SO2,CO,O3,NO2,PM10,PM25
경기,2015-06-25,0.006,0.424,0.034,0.028,39.506,24.73
경기,2015-06-26,0.003,0.302,0.036,0.017,11.99,6.38
경기,2015-06-27,0.004,0.314,0.04,0.019,14.159,7.322
경기,2015-06-28,0.006,0.331,0.041,0.018,21.235,12.087
경기,2015-06-29,0.005,0.35,0.04,0.022,22.955,13.171
경기,2015-06-30,0.004,0.357,0.037,0.023,32.985,20.035
경남,2015-04-01,0.003,0.47,0.021,0.019,39.485,22.374
경남,2015-04-02,0.003,0.41,0.033,0.014,38.102,20.062
경남,2015-04-03,0.004,0.486,0.033,0.011,36.809,14.059
경남,2015-04-04,0.003,0.322,0.043,0.01,25.732,11.15
경남,2015-04-05,0.003,0.37,0.03,0.013,22.392,12.245
경남,2015-04-06,0.003,0.451,0.018,0.017,28.885,16.075
경남,2015-04-07,0.002,0.356,0.03,0.012,44.84,20.898
경남,2015-04-08,0.003,0.311,0.033,0.013,35.987,16.388
경남,2015-04-09,0.004,0.337,0.033,0.017,38.313,18.119
경남,2015-04-10,0.004,0.364,0.035,0.018,45.568,22.716
경남,2015-04-11,0.007,0.4,0.036,0.02,50.537,24.847
경남,2015-04-12,0.004,0.346,0.041,0.013,39.448,18.92
경남,2015-04-13,0.002,0.325,0.042,0.011,19.444,9.032
경남,2015-04-14,0.003,0.436,0.048,0.013,27.823,14.012
경남,2015-04-15,0.005,0.52,0.051,0.015,50.205,27.87
경남,2015-04-16,0.004,0.408,0.058,0.014,72.67,32.061
경남,2015-04-17,0.004,0.378,0.036,0.019,98.234,23.64
경남,2015-04-18,0.004,0.376,0.03,0.023,55.539,17.778
경남,2015-04-19,0.003,0.413,0.025,0.018,26.294,15.644
경남,2015-04-20,0.003,0.43,0.027,0.02,19.731,10.373
경남,2015-04-21,0.004,0.387,0.036,0.017,44.83,20.735
경남,2015-04-22,0.005,0.497,0.044,0.021,61.794,29.912
경남,2015-04-23,0.005,0.504,0.05,0.022,74.168,37.819
경남,2015-04-24,0.008,0.669,0.047,0.03,86.904,44.823
경남,2015-04-25,0.005,0.443,0.046,0.019,73.572,28.226
경남,2015-04-26,0.005,0.465,0.046,0.02,63.939,24.882
경남,2015-04-27,0.007,0.563,0.048,0.025,81.866,37.339
경남,2015-04-28,0.006,0.387,0.029,0.021,57.976,31.06
경남,2015-04-29,0.003,0.347,0.026,0.018,33.862,18.655
경남,2015-04-30,0.004,0.428,0.028,0.02,50.543,30.598
경남,2015-05-01,0.004,0.367,0.032,0.017,40.71,22.568
경남,2015-05-02,0.01,0.359,0.032,0.015,51.22,25.896
경남,2015-05-03,0.004,0.317,0.028,0.012,25.881,12.728
경남,2015-05-04,0.002,0.325,0.041,0.011,56.612,17.037
경남,2015-05-05,0.004,0.375,0.044,0.014,46.755,15.63
경남,2015-05-06,0.006,0.476,0.032,0.026,51.925,25.024
경남,2015-05-07,0.006,0.493,0.05,0.022,53.84,28.572
경남,2015-05-08,0.006,0.471,0.054,0.024,68.088,35.355
경남,2015-05-09,0.005,0.485,0.054,0.017,69.928,42.135
경남,2015-05-10,0.005,0.414,0.05,0.011,64.569,35.201
경남,2015-05-11,0.004,0.349,0.041,0.014,45.012,22.004
경남,2015-05-12,0.004,0.467,0.048,0.009,43.831,19.953
경남,2015-05-13,0.005,0.398,0.061,0.011,73.683,27.124
경남,2015-05-14,0.005,0.395,0.048,0.014,50.788,24.969
경남,2015-05-15,0.008,0.494,0.031,0.023,56.217,33.521
경남,2015-05-16,0.006,0.503,0.038,0.018,78.261,46.897
경남,2015-05-17,0.004,0.405,0.043,0.016,55.304,29.597
경남,2015-05-18,0.004,0.418,0.027,0.024,41.203,23.22
경남,2015-05-19,0.005,0.504,0.042,0.02,51.771,28.581
경남,2015-05-20,0.004,0.42,0.046,0.016,53.492,22.63
경남,2015-05-21,0.004,0.381,0.041,0.018,39.282,18.04
경남,2015-05-22,0.006,0.436,0.054,0.021,48.984,23.061
경남,2015-05-23,0.006,0.496,0.047,0.022,52.443,28.011
경남,2015-05-24,0.007,0.541,0.064,0.018,53.251,31.3
경남,2015-05-25,0.007,0.532,0.072,0.019,58.977,33.996
경남,2015-05-26,0.005,0.466,0.061,0.021,55.954,30.033
경남,2015-05-27,0.007,0.491,0.059,0.026,55.241,30.429
경남,2015-05-28,0.007,0.43,0.057,0.025,58.835,34.016
경남,2015-05-29,0.006,0.417,0.052,0.023,57.995,35.95
경남,2015-05-30,0.004,0.426,0.038,0.019,56.85,39.097
경남,2015-05-31,0.004,0.372,0.047,0.012,47.855,30.141
경남,2015-06-01,0.005,0.449,0.053,0.018,54.283,34.137
경남,2015-06-02,0.005,0.423,0.041,0.018,53.689,34.255
경남,2015-06-03,0.004,0.406,0.042,0.016,44.923,25.087
경남,2015-06-04,0.005,0.359,0.048,0.02,47.035,19.27
경남,2015-06-05,0.004,0.358,0.033,0.019,31.097,15.579
경남,2015-06-06,0.004,0.365,0.043,0.014,31.913,17.757
경남,2015-06-07,0.005,0.321,0.039,0.015,29.071,15.756
경남,2015-06-08,0.005,0.396,0.022,0.023,46.378,28.714
경남,2015-06-09,0.004,0.453,0.041,0.016,54.12,34.107
경남,2015-06-10,0.006,0.511,0.054,0.02,64.415,41.712
경남,2015-06-11,0.005,0.407,0.029,0.021,50.596,31.071
경남,2015-06-12,0.004,0.553,0.066,0.015,88.842,46.73
경남,2015-06-13,0.005,0.548,0.058,0.017,103.676,58.103
경남,2015-06-14,0.004,0.371,0.051,0.01,47.636,27.563
경남,2015-06-15,0.004,0.404,0.055,0.013,59.644,36.192
경남,2015-06-16,0.006,0.58,0.05,0.02,99.817,67.673
경남,2015-06-17,0.005,0.433,0.042,0.018,70.61,44.367
경남,2015-06-18,0.003,0.383,0.045,0.011,48.385,26.582
경남,2015-06-19,0.004,0.363,0.048,0.013,36.579,18.299
경남,2015-06-20,0.007,0.417,0.029,0.018,44.946,23.314
경남,2015-06-21,0.005,0.406,0.039,0.012,44.678,28.53
경남,2015-06-22,0.004,0.412,0.036,0.014,45.823,28.784
경남,2015-06-23,0.006,0.499,0.047,0.019,53.049,33.601
경남,2015-06-24,0.006,0.532,0.045,0.017,67.323,45.968
경남,2015-06-25,0.004,0.414,0.038,0.014,49.731,32.138
경남,2015-06-26,0.003,0.417,0.03,0.012,22.776,10.52
경남,2015-06-27,0.004,0.365,0.031,0.013,28.518,13.554
경남,2015-06-28,0.004,0.368,0.034,0.01,40.405,22.44
경남,2015-06-29,0.007,0.373,0.032,0.018,44.317,24.579
경남,2015-06-30,0.006,0.402,0.025,0.02,35.372,20.854
경북,2015-04-01,0.001,0.36,0.053,0.008,31.8,1.4
경북,2015-04-02,0.001,0.25,0.055,0.008,27.1,1
경북,2015-04-03,0.001,0.367,0.045,0.008,22.667,1
경북,2015-04-04,0.001,0.2,0.057,0.008,27,1
경북,2015-04-05,0.001,0.2,0.049,0.008,23,1
경북,2015-04-06,0.001,0.1,0.049,0.008,40.2,1.4
경북,2015-04-07,0.001,0.144,0.047,0.006,34.938,1.438
경북,2015-04-08,0.001,0.2,0.05,0.004,26.75,1.15
경북,2015-04-09,0.001,0.195,0.052,0.005,20.95,1
경북,2015-04-10,0.001,0.2,0.053,0.004,20.533,1
경북,2015-04-11,0.002,0.205,0.058,0.005,28.3,1.15
경북,2015-04-12,0.002,0.164,0.059,0.004,28.545,1.364
경북,2015-04-13,0.001,0.192,0.056,0.004,35.917,1.458
경북,2015-04-14,0.001,0.2,0.059,0.004,27.438,1.188
경북,2015-04-15,0.002,0.241,0.065,0.004,27.955,1.227
경북,2015-04-16,0.003,0.287,0.077,0.006,63.217,3.478
경북,2015-04-17,0.002,0.2,0.056,0.004,114.708,1.875
경북,2015-04-18,0.002,0.2,0.06,0.005,66.222,1.389
경북,2015-04-19,0.002,0.2,0.056,0.005,28,1.412
경북,2015-04-20,0.001,0.2,0.07,0.004,27.8,1
경북,2015-04-21,0.001,0.2,0.066,0.004,69.909,1.636
경북,2015-04-22,0.003,0.265,0.074,0.005,60.13,2.348
경북,2015-04-23,0.003,0.308,0.09,0.006,62.208,3.458
경북,2015-04-24,0.003,0.27,0.074,0.005,69.565,2.435
경북,2015-04-25,0.002,0.222,0.077,0.004,80.522,2.522
경북,2015-04-26,0.004,0.254,0.083,0.006,66.333,2.417
경북,2015-04-27,0.005,0.374,0.102,0.006,95.478,5.043
경북,2015-04-28,0.007,0.279,0.067,0.006,61.875,2.875
경북,2015-04-29,0.004,0.2,0.061,0.004,47.783,2.565
경북,2015-04-30,0.002,0.183,0.055,0.005,37.478,1.913
경북,2015-05-01,0.001,0.1,0.059,0.004,52,1
경북,2015-05-02,0.003,0.112,0.065,0.003,63.706,1.118
경북,2015-05-03,0.006,0.106,0.056,0.004,42.765,1.235
경북,2015-05-04,0.002,0.2,0.055,0.003,53.786,1.571
경북,2015-05-05,0.002,0.2,0.062,0.004,55.65,1.15
경북,2015-05-06,0.004,0.264,0.079,0.005,54.818,2.045
경북,2015-05-07,0.003,0.261,0.074,0.005,52.261,2.087
경북,2015-05-08,0.002,0.208,0.081,0.004,55,1.917
경북,2015-05-09,0.002,0.208,0.068,0.004,53.333,2.125
경북,2015-05-10,0.001,0.141,0.049,0.004,26.529,1
경북,2015-05-11,0.002,0.157,0.06,0.004,39.357,1.357
경북,2015-05-12,0.002,0.307,0.062,0.004,37.933,1.6
경북,2015-05-13,0.003,0.213,0.076,0.004,62.792,2.667
경북,2015-05-14,0.003,0.2,0.071,0.004,49.043,2.217
경북,2015-05-15,0.002,0.218,0.055,0.002,39.136,1.727
경북,2015-05-16,0.002,0.2,0.054,0.002,27.4,1.1
경북,2015-05-17,0.002,0.2,0.079,0.003,48.222,1.722
경북,2015-05-18,0.004,0.191,0.072,0.004,37.783,1.565
경북,2015-05-19,0.002,0.244,0.076,0.003,51.375,2.625
경북,2015-05-20,0.002,0.223,0.059,0.003,50.846,2
경북,2015-05-21,0.002,0.195,0.065,0.005,27.737,1.158
경북,2015-05-22,0.004,0.275,0.091,0.005,46.75,1.833
경북,2015-05-23,0.004,0.279,0.089,0.005,48.667,2.042
경북,2015-05-24,0.003,0.229,0.094,0.006,39.542,1.75
경북,2015-05-25,0.003,0.171,0.085,0.004,33.625,1.542
경북,2015-05-26,0.003,0.239,0.094,0.004,43.739,1.957
경북,2015-05-27,0.002,0.205,0.071,0.004,47.095,2.048
경북,2015-05-28,0.002,0.208,0.07,0.004,47.25,2.333
경북,2015-05-29,0.002,0.2,0.081,0.004,32.818,1.636
경북,2015-05-30,0.003,0.204,0.07,0.004,38.5,1.792
경북,2015-05-31,0.002,0.178,0.057,0.004,30.652,1.348
경북,2015-06-01,0.004,0.267,0.062,0.008,36.043,14.022
경북,2015-06-02,0.006,0.308,0.065,0.01,42.396,12.562
경북,2015-06-03,0.005,0.279,0.058,0.008,45.154,16.333
경북,2015-06-04,0.006,0.311,0.052,0.015,31.679,11.357
경북,2015-06-05,0.005,0.274,0.047,0.012,25.032,8.29
경북,2015-06-06,0.006,0.296,0.045,0.012,26.458,16.958
경북,2015-06-07,0.004,0.235,0.059,0.006,26,14.946
경북,2015-06-08,0.005,0.258,0.047,0.01,31.395,18.026
경북,2015-06-09,0.005,0.277,0.054,0.009,38.846,20.564
경북,2015-06-10,0.005,0.333,0.072,0.01,50.875,22.062
경북,2015-06-11,0.005,0.304,0.059,0.012,45,18.267
경북,2015-06-12,0.005,0.328,0.053,0.01,46.778,23.472
경북,2015-06-13,0.006,0.395,0.063,0.013,67.738,28.667
경북,2015-06-14,0.005,0.391,0.068,0.006,62.957,23.574
경북,2015-06-15,0.004,0.394,0.067,0.008,61.787,25.404
경북,2015-06-16,0.006,0.389,0.064,0.008,60.106,25.702
경북,2015-06-17,0.009,0.387,0.048,0.01,60.267,30.4
경북,2015-06-18,0.005,0.256,0.046,0.008,34.438,13.333
경북,2015-06-19,0.002,0.272,0.05,0.007,25.111,13.472
경북,2015-06-20,0.003,0.381,0.029,0.011,45.111,28
경북,2015-06-21,0.002,0.325,0.043,0.007,30,16.25
경북,2015-06-22,0.002,0.311,0.044,0.009,32.143,16.857
경북,2015-06-23,0.002,0.289,0.051,0.008,36.289,15.4
경북,2015-06-24,0.002,0.346,0.051,0.009,54.674,29.391
경북,2015-06-25,0.007,0.313,0.041,0.008,42.304,22.043
경북,2015-06-26,0.011,0.276,0.037,0.006,12.36,4.6
경북,2015-06-27,0.009,0.222,0.041,0.007,23,6.122
경북,2015-06-28,0.011,0.25,0.039,0.007,35.471,17.441
경북,2015-06-29,0.007,0.271,0.039,0.01,34.643,18.643
경북,2015-06-30,0.003,0.307,0.038,0.01,39.317,20.122
광주,2015-04-01,0.003,0.585,0.02,0.022,29.92,21.556
광주,2015-04-02,0.003,0.495,0.036,0.013,25.667,15.22
광주,2015-04-03,0.003,0.536,0.027,0.017,27.607,20.31
광주,2015-04-04,0.003,0.61,0.025,0.023,32.958,20.94
광주,2015-04-05,0.003,0.514,0.027,0.015,13.749,10.204
광주,2015-04-06,0.003,0.446,0.021,0.02,35.524,19.189
광주,2015-04-07,0.004,0.408,0.031,0.018,53.389,27.043
광주,2015-04-08,0.003,0.43,0.035,0.018,46.543,25.409
광주,2015-04-09,0.003,0.423,0.037,0.018,45.161,27.69
광주,2015-04-10,0.004,0.489,0.04,0.024,49.381,33.685
광주,2015-04-11,0.004,0.549,0.046,0.023,67.185,45.036
광주,2015-04-12,0.004,0.493,0.04,0.02,41.527,26.964
광주,2015-04-13,0.003,0.386,0.036,0.016,16.946,10.398
광주,2015-04-14,0.003,0.513,0.038,0.021,18.025,13.101
광주,2015-04-15,0.005,0.593,0.048,0.02,53.248,34.188
광주,2015-04-16,0.004,0.503,0.035,0.025,82.381,42.03
광주,2015-04-17,0.003,0.416,0.029,0.022,70.545,19.436
광주,2015-04-18,0.004,0.423,0.031,0.021,44.232,17.524
광주,2015-04-19,0.003,0.447,0.033,0.013,15.327,10.756
광주,2015-04-20,0.003,0.398,0.02,0.018,14.03,10.798
광주,2015-04-21,0.003,0.423,0.032,0.022,35.031,19.068
광주,2015-04-22,0.005,0.554,0.041,0.025,66.702,36.447
광주,2015-04-23,0.004,0.559,0.034,0.026,66.304,42.899
광주,2015-04-24,0.005,0.579,0.045,0.029,72.327,45.22
광주,2015-04-25,0.004,0.496,0.033,0.026,56.917,32.417
광주,2015-04-26,0.004,0.455,0.047,0.021,56.124,28.354
광주,2015-04-27,0.004,0.457,0.043,0.026,52.601,27.667
광주,2015-04-28,0.004,0.387,0.035,0.018,41.988,27.088
광주,2015-04-29,0.003,0.437,0.034,0.016,17.179,13.449
광주,2015-04-30,0.003,0.433,0.038,0.018,26.22,18.119
광주,2015-05-01,0.003,0.455,0.037,0.017,42.012,30.762
광주,2015-05-02,0.004,0.354,0.033,0.015,34.222,22.497
광주,2015-05-03,0.003,0.376,0.032,0.013,14.911,10.107
광주,2015-05-04,0.003,0.348,0.042,0.014,50.065,17
광주,2015-05-05,0.003,0.365,0.036,0.016,35.994,13.649
광주,2015-05-06,0.003,0.463,0.032,0.023,40.335,20.259
광주,2015-05-07,0.003,0.44,0.04,0.024,46.258,23.982
광주,2015-05-08,0.003,0.434,0.037,0.026,48.591,27.707
광주,2015-05-09,0.003,0.383,0.049,0.015,43.738,29.875
광주,2015-05-10,0.004,0.448,0.047,0.015,49.327,34.238
광주,2015-05-11,0.004,0.452,0.045,0.014,38.006,22.524
광주,2015-05-12,0.004,0.549,0.047,0.013,42.407,20.607
광주,2015-05-13,0.003,0.407,0.054,0.015,65.264,26.423
광주,2015-05-14,0.003,0.465,0.056,0.017,54.143,28.87
광주,2015-05-15,0.003,0.501,0.047,0.018,56.855,33.578
광주,2015-05-16,0.003,0.487,0.042,0.018,64.025,36.471
광주,2015-05-17,0.003,0.435,0.044,0.02,41.311,24.539
광주,2015-05-18,0.003,0.425,0.032,0.022,30.422,18.771
광주,2015-05-19,0.003,0.428,0.039,0.018,45.962,28.231
광주,2015-05-20,0.003,0.411,0.047,0.015,39.616,17.256
광주,2015-05-21,0.003,0.432,0.041,0.019,34.335,18.12
광주,2015-05-22,0.003,0.45,0.045,0.022,41.929,22.952
광주,2015-05-23,0.003,0.442,0.047,0.022,50.815,27.286
광주,2015-05-24,0.003,0.386,0.051,0.017,39.635,23.311
광주,2015-05-25,0.003,0.354,0.046,0.019,29.862,17.275
광주,2015-05-26,0.003,0.395,0.04,0.024,37.892,22.487
광주,2015-05-27,0.003,0.434,0.043,0.026,41.51,23.682
광주,2015-05-28,0.004,0.494,0.054,0.023,45.155,27.957
광주,2015-05-29,0.004,0.49,0.053,0.023,51.238,33.548
광주,2015-05-30,0.003,0.43,0.04,0.016,36.772,27.551
광주,2015-05-31,0.003,0.449,0.045,0.013,41.042,29.387
광주,2015-06-01,0.003,0.443,0.041,0.017,41.732,28.877
광주,2015-06-02,0.003,0.476,0.032,0.018,47.808,33.737
광주,2015-06-03,0.003,0.37,0.046,0.012,43.245,21.387
광주,2015-06-04,0.004,0.418,0.043,0.019,40.762,17.339
광주,2015-06-05,0.003,0.372,0.045,0.014,23.629,14.503
광주,2015-06-06,0.003,0.378,0.049,0.012,30.911,20.262
광주,2015-06-07,0.005,0.429,0.053,0.01,28.155,18.821
광주,2015-06-08,0.005,0.613,0.025,0.019,42.932,30.191
광주,2015-06-09,0.003,0.471,0.032,0.016,39.939,28.84
광주,2015-06-10,0.004,0.482,0.044,0.016,41.921,29.164
광주,2015-06-11,0.004,0.578,0.038,0.015,35.823,27.006
광주,2015-06-12,0.004,0.568,0.07,0.017,88.173,50.357
광주,2015-06-13,0.004,0.52,0.058,0.015,96.863,45.089
광주,2015-06-14,0.003,0.455,0.049,0.012,39.149,24.929
광주,2015-06-15,0.003,0.499,0.046,0.015,53.874,38.497
광주,2015-06-16,0.003,0.51,0.049,0.014,60.875,47.065
광주,2015-06-17,0.003,0.576,0.036,0.015,56.899,44.503
광주,2015-06-18,0.003,0.48,0.044,0.015,46.093,33.926
광주,2015-06-19,0.003,0.477,0.045,0.015,53.177,37.378
광주,2015-06-20,0.003,0.466,0.033,0.013,39.833,29.062
광주,2015-06-21,0.002,0.437,0.048,0.01,26.479,17.551
광주,2015-06-22,0.003,0.455,0.04,0.015,28.879,18.588
광주,2015-06-23,0.003,0.491,0.043,0.017,37.655,24.655
광주,2015-06-24,0.005,0.66,0.033,0.028,55.593,38.814
광주,2015-06-25,0.005,0.649,0.03,0.028,51.683,38.45
광주,2015-06-26,0.003,0.405,0.036,0.018,16.432,10
광주,2015-06-27,0.003,0.36,0.032,0.017,21.142,12.717
광주,2015-06-28,0.003,0.308,0.044,0.012,23.325,13.167
광주,2015-06-29,0.003,0.414,0.041,0.02,37.466,25.686
광주,2015-06-30,0.003,0.374,0.028,0.019,23.128,15.607
대구,2015-04-01,0.002,0.386,0.026,0.017,39.954,22.728
대구,2015-04-02,0.002,0.392,0.028,0.018,38.878,21.947
대구,2015-04-03,0.002,0.357,0.033,0.009,23.177,10.406
대구,2015-04-04,0.002,0.228,0.044,0.006,19.373,7.955
대구,2015-04-05,0.002,0.397,0.028,0.012,26.781,16.976
대구,2015-04-06,0.002,0.497,0.013,0.019,37.67,23.341
대구,2015-04-07,0.002,0.265,0.034,0.007,34.862,16.511
대구,2015-04-08,0.002,0.293,0.032,0.01,28.134,15.016
대구,2015-04-09,0.002,0.339,0.029,0.015,33.962,19.341
대구,2015-04-10,0.004,0.419,0.031,0.019,39.303,22.508
대구,2015-04-11,0.003,0.44,0.032,0.019,42.797,24.438
대구,2015-04-12,0.003,0.361,0.035,0.012,37.463,20.721
대구,2015-04-13,0.001,0.265,0.037,0.013,17.389,9.29
대구,2015-04-14,0.002,0.297,0.041,0.012,16.86,9.285
대구,2015-04-15,0.004,0.385,0.041,0.018,44.144,26.84
대구,2015-04-16,0.004,0.449,0.041,0.021,71.915,33.995
대구,2015-04-17,0.004,0.316,0.034,0.019,78.426,21.479
대구,2015-04-18,0.004,0.381,0.023,0.026,55.079,22.032
대구,2015-04-19,0.002,0.404,0.016,0.019,31.301,20.458
대구,2015-04-20,0.002,0.389,0.03,0.018,18.263,11.026
대구,2015-04-21,0.003,0.372,0.025,0.024,39.939,21.638
대구,2015-04-22,0.003,0.424,0.039,0.022,58.335,31.159
대구,2015-04-23,0.004,0.483,0.036,0.027,69.238,40.481
대구,2015-04-24,0.004,0.505,0.041,0.027,77.327,44.17
대구,2015-04-25,0.003,0.364,0.036,0.021,56.333,23.677
대구,2015-04-26,0.003,0.394,0.042,0.019,58.339,29.469
대구,2015-04-27,0.004,0.463,0.05,0.021,75.037,41.476
대구,2015-04-28,0.004,0.357,0.029,0.021,50.139,29.786
대구,2015-04-29,0.002,0.391,0.028,0.015,41.318,28.455
대구,2015-04-30,0.003,0.478,0.031,0.017,54.894,35.829
대구,2015-05-01,0.002,0.394,0.029,0.017,39.39,23.453
대구,2015-05-02,0.006,0.319,0.032,0.013,43.305,23.632
대구,2015-05-03,0.004,0.3,0.024,0.009,29.494,17.924
대구,2015-05-04,0.002,0.279,0.039,0.011,54.651,19.549
대구,2015-05-05,0.002,0.257,0.037,0.015,41.932,15.382
대구,2015-05-06,0.003,0.332,0.034,0.025,48.769,25.624
대구,2015-05-07,0.003,0.386,0.044,0.023,59.075,33.199
대구,2015-05-08,0.003,0.382,0.045,0.026,62.39,33.551
대구,2015-05-09,0.003,0.384,0.053,0.015,64.266,37.036
대구,2015-05-10,0.002,0.392,0.051,0.007,57.27,26.037
대구,2015-05-11,0.002,0.294,0.041,0.011,39.749,18.131
대구,2015-05-12,0.002,0.338,0.047,0.008,29.369,12.478
대구,2015-05-13,0.003,0.282,0.054,0.011,56.52,19.703
대구,2015-05-14,0.003,0.362,0.044,0.018,50.841,25.381
대구,2015-05-15,0.005,0.682,0.035,0.023,86.847,48.175
대구,2015-05-16,0.002,0.416,0.04,0.017,69.031,34.755
대구,2015-05-17,0.002,0.274,0.044,0.015,39.047,20.679
대구,2015-05-18,0.002,0.41,0.017,0.031,44.145,26.484
대구,2015-05-19,0.003,0.351,0.037,0.018,52.676,30.514
대구,2015-05-20,0.003,0.31,0.047,0.013,47.54,18.182
대구,2015-05-21,0.002,0.335,0.037,0.019,36.762,17.333
대구,2015-05-22,0.004,0.395,0.051,0.021,47.006,23.667
대구,2015-05-23,0.004,0.391,0.051,0.019,43.28,23.457
대구,2015-05-24,0.002,0.351,0.055,0.014,37.153,21.534
대구,2015-05-25,0.003,0.377,0.057,0.017,45.72,26.09
대구,2015-05-26,0.003,0.368,0.05,0.024,49.18,27.582
대구,2015-05-27,0.003,0.366,0.057,0.025,48.734,26.931
대구,2015-05-28,0.005,0.532,0.055,0.021,59.321,36.775
대구,2015-05-29,0.005,0.457,0.053,0.021,54.905,34.772
대구,2015-05-30,0.003,0.37,0.037,0.016,47.037,31.706
대구,2015-05-31,0.002,0.375,0.043,0.01,43.608,27.851
대구,2015-06-01,0.003,0.469,0.049,0.016,44.654,28.11
대구,2015-06-02,0.006,0.595,0.048,0.021,54.401,36.558
대구,2015-06-03,0.004,0.374,0.05,0.013,44.663,23.583
대구,2015-06-04,0.003,0.34,0.044,0.018,39.355,17.97
대구,2015-06-05,0.002,0.289,0.03,0.019,22.568,11.415
대구,2015-06-06,0.003,0.347,0.041,0.015,36.185,22.06
대구,2015-06-07,0.002,0.35,0.05,0.012,33.595,21.762
대구,2015-06-08,0.003,0.383,0.03,0.02,43.684,27.089
대구,2015-06-09,0.003,0.432,0.033,0.018,52.906,35.256
대구,2015-06-10,0.003,0.52,0.058,0.021,62.016,40.365
대구,2015-06-11,0.004,0.489,0.035,0.021,55.923,37.475
대구,2015-06-12,0.003,0.515,0.054,0.015,67.554,37.451
대구,2015-06-13,0.004,0.654,0.051,0.015,76.774,39.695
대구,2015-06-14,0.002,0.41,0.059,0.008,57.696,32.185
대구,2015-06-15,0.002,0.454,0.053,0.011,61.703,39.703
대구,2015-06-16,0.003,0.637,0.062,0.013,86.741,58.5
대구,2015-06-17,0.003,0.558,0.048,0.011,60.113,36.64
대구,2015-06-18,0.002,0.359,0.042,0.01,36.963,22.561
대구,2015-06-19,0.002,0.345,0.044,0.009,30.429,16.725
대구,2015-06-20,0.002,0.529,0.019,0.016,41.231,26.764
대구,2015-06-21,0.002,0.484,0.042,0.01,45.567,31.904
대구,2015-06-22,0.002,0.404,0.043,0.013,44.685,30.667
대구,2015-06-23,0.003,0.459,0.054,0.017,49.159,33.869
대구,2015-06-24,0.002,0.509,0.055,0.013,59.865,42.918
대구,2015-06-25,0.002,0.421,0.033,0.012,43.654,29.288
대구,2015-06-26,0.002,0.424,0.021,0.017,18.021,10.111
대구,2015-06-27,0.002,0.394,0.027,0.012,26.453,13.677
대구,2015-06-28,0.002,0.364,0.03,0.007,30.091,17.752
대구,2015-06-29,0.003,0.501,0.038,0.016,38.122,23.604
대구,2015-06-30,0.004,0.511,0.024,0.022,34.591,22.39
대전,2015-04-01,0.002,0.246,0.033,0.009,16.385,12
대전,2015-04-02,0.002,0.182,0.036,0.007,23,15.455
대전,2015-04-03,0.002,0.33,0.027,0.01,28.85,21
대전,2015-04-04,0.002,0.139,0.042,0.007,14.696,8.957
대전,2015-04-05,0.002,0.19,0.022,0.011,9.9,4.55
대전,2015-04-06,0.002,0.213,0.017,0.011,42.435,22.87
대전,2015-04-07,0.002,0.205,0.019,0.011,43.421,21.895
대전,2015-04-08,0.002,0.195,0.034,0.008,36.227,21.364
대전,2015-04-09,0.003,0.304,0.034,0.012,53.417,37.667
대전,2015-04-10,0.007,0.335,0.039,0.015,70.739,49.87
대전,2015-04-11,0.008,0.412,0.037,0.016,62.75,40.75
대전,2015-04-12,0.004,0.312,0.038,0.011,45.833,30.75
대전,2015-04-13,0.002,0.117,0.047,0.005,18.778,10
대전,2015-04-14,0.001,0.165,0.036,0.007,20.765,14
대전,2015-04-15,0.004,0.283,0.053,0.007,56.043,38.783
대전,2015-04-16,0.003,0.338,0.03,0.012,74.19,37.524
대전,2015-04-17,0.002,0.175,0.036,0.007,55,12.667
대전,2015-04-18,0.003,0.271,0.017,0.013,42.083,15.583
대전,2015-04-19,0.002,0.192,0.021,0.005,29.208,18.083
대전,2015-04-20,0.001,0.145,0.03,0.005,14.85,7.9
대전,2015-04-21,0.002,0.243,0.034,0.007,45.19,16.857
대전,2015-04-22,0.004,0.282,0.046,0.007,59.588,31.882
대전,2015-04-23,0.002,0.215,0.059,0.006,45.846,27.692
대전,2015-04-24,0.004,0.25,0.068,0.006,66.833,36.75
대전,2015-04-25,0.003,0.213,0.033,0.007,51.542,21.5
대전,2015-04-26,0.004,0.212,0.055,0.005,55.625,24.708
대전,2015-04-27,0.003,0.162,0.048,0.006,41,15.952
대전,2015-04-28,0.003,0.2,0.025,0.009,36.958,21.042
대전,2015-04-29,0.002,0.109,0.031,0.005,24,16
대전,2015-04-30,0.002,0.129,0.039,0.006,23.667,15.81
대전,2015-05-01,0.002,0.2,0.038,0.006,38.87,24.739
대전,2015-05-02,0.004,0.217,0.042,0.006,49.417,34.792
대전,2015-05-03,0.003,0.146,0.029,0.003,31.208,22.5
대전,2015-05-04,0.002,0.143,0.028,0.002,31.857,20.857
대전,2015-05-06,0.005,0.22,0.057,0.011,54.5,26.4
대전,2015-05-07,0.004,0.271,0.044,0.015,51.875,29.125
대전,2015-05-08,0.003,0.238,0.03,0.018,49.042,29.708
대전,2015-05-09,0.003,0.196,0.054,0.008,53.333,33.958
대전,2015-05-10,0.002,0.204,0.046,0.006,60.167,41.417
